"i" "j" "x"
64 75 0.0624465966735721
65 75 0.125086020183282
66 75 0.0624465966735721
73 75 0.125151066442178
74 75 0.249999467782629
75 75 0.125151066442178
81 75 0.0664278287402992
82 75 0.125034233955876
83 75 0.0622774798006155
65 76 0.0624465966735721
66 76 0.125086020183282
67 76 0.0624790696668607
74 76 0.125151066442178
75 76 0.249999467782629
76 76 0.125190930032634
82 76 0.0622774798006155
83 76 0.125034233955876
84 76 0.0622973166587423
66 77 0.0624465966735721
67 77 0.12515106644217
68 77 0.0622774798006445
75 77 0.125151066442178
76 77 0.25007909855751
77 77 0.125074060332407
83 77 0.0622774798006155
84 77 0.125074060332408
85 77 0.0622973166587287
67 78 0.0622774798006446
68 78 0.12515106644217
69 78 0.062479069666861
76 78 0.125074060332408
77 78 0.250079098557507
78 78 0.125190930032633
84 78 0.0622973166587294
85 78 0.125074060332406
86 78 0.0622973166587519
68 79 0.062479069666861
69 79 0.12515106644217
70 79 0.0830487322691851
77 79 0.125190930032633
78 79 0.250079098557507
79 79 0.166762571570337
85 79 0.0622973166587519
86 79 0.125074060332406
87 79 0.0830616732224964
69 80 0.0622774798006445
70 80 0.166892389406727
78 80 0.125074060332407
79 80 0.333433115232736
86 80 0.0622973166587287
87 80 0.166762571570336
71 81 0.0996533243072792
72 81 0.133354815989702
73 81 0.0622774798006155
80 81 0.363784385279805
81 81 0.133491490582197
88 81 0.0908470901868462
72 82 0.0664218238186211
73 82 0.125034233955876
74 82 0.0622774798006155
80 82 0.182112402784656
81 82 0.266660145596744
82 82 0.125151066442178
88 82 0.181974704179731
89 82 0.0666059090095693
73 83 0.0622774798006155
74 83 0.125034233955876
75 83 0.0622774798006155
81 83 0.133491490582197
82 83 0.249999467782629
83 83 0.125151066442178
88 83 0.0908470901868462
89 83 0.133417488261979
90 83 0.0624465966735721
74 84 0.0622774798006155
75 84 0.125034233955876
76 84 0.0622973166587422
82 84 0.125151066442178
83 84 0.249999467782629
84 84 0.125190930032634
89 84 0.0666059090095693
90 84 0.125086020183282
91 84 0.0624790696668607
75 85 0.0622774798006155
76 85 0.125074060332408
77 85 0.0622973166587287
83 85 0.125151066442178
84 85 0.25007909855751
85 85 0.125074060332407
90 85 0.0624465966735721
91 85 0.12515106644217
92 85 0.0622774798006445
76 86 0.0622973166587294
77 86 0.125074060332406
78 86 0.0622973166587519
84 86 0.125074060332408
85 86 0.250079098557507
86 86 0.125190930032633
91 86 0.0622774798006446
92 86 0.12515106644217
93 86 0.062479069666861
77 87 0.0622973166587519
78 87 0.125074060332406
79 87 0.0830616732224964
85 87 0.125190930032633
86 87 0.250079098557507
87 87 0.166762571570337
92 87 0.062479069666861
93 87 0.12515106644217
94 87 0.0830487322691851
78 88 0.0622973166587287
79 88 0.166762571570336
86 88 0.125074060332407
87 88 0.333433115232736
93 88 0.0622774798006445
94 88 0.166892389406727
80 89 0.0909158333544015
81 89 0.133491490582197
82 89 0.0624790696668649
88 89 0.363509321079999
89 89 0.133417488261978
95 89 0.0999249842422182
81 90 0.0666428531303976
82 90 0.125151066442178
83 90 0.0624790696668649
88 90 0.181974704179731
89 90 0.266512319923378
90 90 0.125086020183281
95 90 0.200158523627373
96 90 0.0832598213277725
82 91 0.0624790696668649
83 91 0.125151066442178
84 91 0.0624989707361574
89 91 0.133417488261978
90 91 0.249869532572585
91 91 0.125151066442169
95 91 0.0999249842422182
96 91 0.166776737978256
97 91 0.0832951660249586
83 92 0.0624790696668649
84 92 0.125190930032635
85 92 0.0622973166587749
90 92 0.125086020183281
91 92 0.249999467782612
92 92 0.125034233955868
96 92 0.0832598213277725
97 92 0.166847536512382
98 92 0.0830264126413863
84 93 0.0622973166587756
85 93 0.125190930032633
86 93 0.0624989707361571
91 93 0.125034233955868
92 93 0.249999467782612
93 93 0.12515106644217
97 93 0.0830264126413864
98 93 0.166847536512381
99 93 0.0832951660249591
85 94 0.0624989707361571
86 94 0.125190930032633
87 94 0.083061673222558
92 94 0.12515106644217
93 94 0.249999467782612
94 94 0.166736590072742
98 94 0.0832951660249591
99 94 0.166847536512381
100 94 0.110722950783207
86 95 0.0622973166587749
87 95 0.166918395181537
93 95 0.125034233955868
94 95 0.333381166575434
99 95 0.0830264126413863
100 95 0.222505718190587
88 96 0.0908470901868462
89 96 0.133417488261979
90 96 0.0624465966735721
95 96 0.399832984260818
96 96 0.166776737978256
89 97 0.0666059090095693
90 97 0.125086020183282
91 97 0.0624790696668607
95 97 0.200158523627373
96 97 0.333150143409687
97 97 0.166847536512381
90 98 0.0624465966735721
91 98 0.12515106644217
92 98 0.0622774798006445
96 98 0.166776737978256
97 98 0.333291569258897
98 98 0.166691779049995
91 99 0.0622774798006446
92 99 0.12515106644217
93 99 0.062479069666861
97 99 0.166691779049995
98 99 0.333291569258897
99 99 0.166847536512381
92 100 0.062479069666861
93 100 0.12515106644217
94 100 0.0830487322691851
98 100 0.166847536512381
99 100 0.333291569258897
100 100 0.222298002051911
93 101 0.0622774798006445
94 101 0.166892389406727
99 101 0.166691779049995
100 101 0.444473328974296
