branch_Y3	site_Y3
214185.86120697268	0.0021503067999999997
730092.0252432595	0.00730123
274125.37701041286	0.0027602732000000002
396179.26926740725	0.0039831744
271052.5206410234	0.0026956724
649832.2004264048	0.0065162475999999995
247439.17617165574	0.0024660828
217805.89984038364	0.0021698948
225377.47066962166	0.002255394
361435.5316050275	0.0036835584
421681.1641676191	0.0042071584
637455.8811106163	0.0063726996
223321.70715678032	0.0022271068000000002
337827.59081002837	0.0034146275999999997
265728.60698465444	0.002666866
197314.55678016372	0.00196964
442411.721567211	0.0044872072
532002.9727135694	0.005380912
241098.17845387393	0.0024036927999999996
361542.61874184106	0.0036126684
271064.77489816915	0.0027662508
180933.67681797186	0.0018071976
356436.2811232453	0.0035866544
242276.7855889033	0.0024512892000000002
233263.05686772583	0.0023674964
368801.51097428537	0.0037070072
655122.7167355896	0.0065530983999999995
487441.09571919055	0.0049001164
630314.0542025042	0.006333867599999999
230318.69453646074	0.0023397392
227635.48694131928	0.0023054027999999996
407459.39654094755	0.0040901528
315435.2503090638	0.0031747532000000003
374044.7720149354	0.0037854548
583113.6021441558	0.005791172
289311.39977847796	0.0029006988
267276.61681736354	0.0026678424
641800.0935930666	0.006429514
320974.7299149708	0.0032474208
245036.1815778803	0.0025177544
291913.7548181789	0.00293249
239302.19667785784	0.002399416
512143.5149641163	0.0051189472
260433.4129567661	0.0026559604
314408.040680523	0.003127544
261818.57020608327	0.0026684292
239507.06640809285	0.0024109208
258920.30179386042	0.0025695351999999996
349902.4347564774	0.003499046
214340.08048256955	0.002137678
457968.2232350707	0.0045666252000000004
456409.84667469823	0.0045344812
490330.2012769454	0.0048603336
182407.23309892658	0.0018354516
200916.54036594415	0.0020040588
419421.0891623859	0.0041387992
639319.9279881823	0.006308978
246032.01714818188	0.0024807936
221742.20009915114	0.0022052696
277555.1361526763	0.0027809752
374515.3578508256	0.0037182296
208257.18419689374	0.0020695412000000003
265409.23818041576	0.002690234
298859.4804133875	0.0029864536
394611.44177625026	0.0039780475999999995
262242.83852683177	0.00262694
331184.9850113084	0.0033139668
528002.9222943248	0.005275982
527229.7557389775	0.0052375948
242093.87923723273	0.0024235108
648946.90397097	0.006437174
583958.7096811342	0.005832106399999999
373459.113028092	0.003726096
278262.2953732668	0.0027881212000000002
363025.582562597	0.0036296008
443151.58649406396	0.0044195036
289461.4428832501	0.0028483584
594559.1646815846	0.0059453668
256309.8257228821	0.0025483484
231496.73308927662	0.0023035372
270149.4706926617	0.0026764771999999997
449432.14160250314	0.0044915664
218623.72724119097	0.0021646651999999997
280231.0141849422	0.0027878916
594784.635764778	0.0059140676000000005
420331.46820318844	0.0042111996
462532.0356013409	0.004639898
618362.1929164326	0.0061892579999999996
580958.2354514417	0.0057731855999999995
230897.9943312886	0.0023241107999999997
333576.05457528756	0.003315008
810165.4625762298	0.0080159464
424013.13597654423	0.0042072068
309987.9898818938	0.0030899412
244389.19221941923	0.002451036
277290.1969715946	0.0027783820000000002
219868.4808401264	0.0021734348
466678.21612671926	0.0046406888
250112.75652264626	0.0024727896
369997.39016792475	0.0036875612000000003
279551.0866450766	0.0027860372000000004
421340.59442993015	0.004196656799999999
248680.50978476173	0.0024770572
245814.58234462712	0.0024459904
325297.4908457805	0.0032216144
320097.63029523345	0.0031666932
229857.59463579796	0.0023215544
239192.32965512812	0.0023871948000000003
211448.2969901584	0.0021235095999999998
384924.3932721513	0.0038498368
