"X" "Y" "pop" "id" "cell"
4038430.47750741 2382406.62113306 "BOS" "BOS_18" 4935
4038391.6529596 2382401.80119227 "BOS" "BOS_19" 4935
4038335.80702061 2382421.1081994 "BOS" "BOS_20" 4935
4038271.04762518 2382449.72229626 "BOS" "BOS_21" 4935
4022236.91728841 2367988.5903337 "BAY" "BAY_07" 5054
4022200.22828203 2367931.57188727 "BAY" "BAY_08" 5054
4022170.04625052 2367843.13511312 "BAY" "BAY_09" 5054
4022191.86098639 2367567.76017215 "BAY" "BAY_10" 5054
4022203.66225862 2367534.96638068 "BAY" "BAY_11" 5054
4022206.52314274 2367467.08537676 "BAY" "BAY_12" 5054
4022173.1081668 2367487.63524922 "BAY" "BAY_13" 5054
4022115.04797942 2367496.09336507 "BAY" "BAY_14" 5054
4022109.5801271 2367478.59973401 "BAY" "BAY_15" 5054
4022037.49747415 2367454.446763 "BAY" "BAY_16" 5054
4022008.3681494 2367423.70194168 "BAY" "BAY_17" 5054
4021978.67421863 2367402.97964762 "BAY" "BAY_18" 5054
4021953.46957034 2367390.91633569 "BAY" "BAY_19" 5054
4021901.81635098 2367355.74773686 "BAY" "BAY_20" 5054
4021883.42616584 2367332.23880197 "BAY" "BAY_21" 5054
4022241.61197179 2368008.34370717 "BAY" "BAY_06" 5054
4022266.51427187 2368074.8357945 "BAY" "BAY_05" 5054
4022227.36469252 2368085.67840685 "BAY" "BAY_04" 5054
4022201.28555327 2368073.65793697 "BAY" "BAY_03" 5054
4021989.57042352 2367966.54781825 "BAY" "BAY_01" 5054
4131458.79612982 2330504.72600987 "BRG" "BRG_01" 5055
4131570.72057697 2330526.71266137 "BRG" "BRG_02" 5055
4131646.3234163 2330537.6429809 "BRG" "BRG_03" 5055
4131687.28952008 2330556.31998025 "BRG" "BRG_04" 5055
4131743.50393179 2330531.25631373 "BRG" "BRG_05" 5055
4131837.64645984 2330498.3445956 "BRG" "BRG_06" 5055
4131967.67239796 2330426.59174042 "BRG" "BRG_08" 5055
4132021.25876228 2330404.94113978 "BRG" "BRG_09" 5055
4132078.33626956 2330370.97956529 "BRG" "BRG_10" 5055
4132109.77403998 2330355.57182597 "BRG" "BRG_11" 5055
4132148.93198271 2330337.70333354 "BRG" "BRG_12" 5055
4132255.85711535 2330326.58209302 "BRG" "BRG_13" 5055
4132304.00799003 2330265.17157056 "BRG" "BRG_14" 5055
4132350.41598906 2330212.69017411 "BRG" "BRG_15" 5055
4132395.91638844 2330170.22090358 "BRG" "BRG_16" 5055
4132444.54434479 2330170.91474395 "BRG" "BRG_17" 5055
4132469.8872603 2330136.84278901 "BRG" "BRG_18" 5055
4131787.72966128 2330467.74633868 "BRG" "BRG_19" 5055
4131728.76970976 2330451.8534168 "BRG" "BRG_20" 5055
4131703.063404 2330424.9310125 "BRG" "BRG_21" 5055
4163693.37542899 2615609.17520243 "LUT" "LUT_02" 4699
4163628.57906064 2615588.74682711 "LUT" "LUT_03" 4699
4163616.06083942 2615539.09732756 "LUT" "LUT_05" 4699
4163538.30167078 2615550.13705104 "LUT" "LUT_06" 4699
4163482.76584982 2615589.44898918 "LUT" "LUT_07" 4699
4163375.78499126 2615551.30424464 "LUT" "LUT_08" 4699
4163370.99535908 2615526.99453396 "LUT" "LUT_09" 4699
4163325.84565938 2615570.46435249 "LUT" "LUT_10" 4699
4163728.24108232 2615602.65619742 "LUT" "LUT_01" 4699
4163860.78599834 2615584.55051485 "LUT" "LUT_11" 4699
4150294.35508518 2644297.35567607 "SIG" "SIG_01" 4699
4150186.35974647 2644315.06242236 "SIG" "SIG_02" 4699
4149978.08800023 2644324.68957082 "SIG" "SIG_03" 4699
4150047.55141552 2644202.57269642 "SIG" "SIG_05" 4699
4149929.65023633 2644189.46814107 "SIG" "SIG_06" 4699
4149890.95431644 2644176.19205623 "SIG" "SIG_07" 4699
4149962.31516248 2644092.91122696 "SIG" "SIG_08" 4699
4149975.107494 2643976.95255722 "SIG" "SIG_09" 4699
4149976.50221164 2643928.01461322 "SIG" "SIG_10" 4699
4149925.40452364 2643790.65126192 "SIG" "SIG_11" 4699
4193288.06022561 2682290.37582139 "BEI" "BEI_01" 4699
4193056.54794974 2682215.63970646 "BEI" "BEI_02" 4699
4193162.63017492 2681980.97649277 "BEI" "BEI_04" 4699
4193160.9014391 2681813.22088967 "BEI" "BEI_05" 4699
4193069.0658113 2681769.75278763 "BEI" "BEI_06" 4699
4193044.15316058 2681753.65220688 "BEI" "BEI_07" 4699
4193001.45994714 2681742.40202029 "BEI" "BEI_08" 4699
4192954.50689395 2681757.918722 "BEI" "BEI_09" 4699
4192906.36120813 2681743.45994821 "BEI" "BEI_10" 4699
4192885.5973666 2681952.8442843 "BEI" "BEI_11" 4699
4024971.87957109 2510579.5567783 "BVX" "BVX_01" 4816
4025030.11940162 2510566.16721877 "BVX" "BVX_02" 4816
4024949.02111372 2510421.35640468 "BVX" "BVX_03" 4816
4024872.82093585 2510341.32900583 "BVX" "BVX_04" 4816
4024778.2328489 2510260.69527134 "BVX" "BVX_05" 4816
4024659.49462434 2510171.44249674 "BVX" "BVX_06" 4816
4024573.74043321 2510096.34543569 "BVX" "BVX_07" 4816
4024560.99139936 2510001.68562181 "BVX" "BVX_08" 4816
4024672.7248279 2510099.21405123 "BVX" "BVX_09" 4816
4024783.05526117 2510158.74959596 "BVX" "BVX_10" 4816
4024634.36439969 2510023.63241502 "BVX" "BVX_11" 4816
4024655.90923185 2510061.30692181 "BVX" "BVX_12" 4816
4024673.67951666 2510021.62671877 "BVX" "BVX_13" 4816
4024707.02208282 2510000.33056479 "BVX" "BVX_14" 4816
4024755.69936264 2510044.12621154 "BVX" "BVX_15" 4816
4024757.55190116 2510021.93493195 "BVX" "BVX_16" 4816
4024801.34604557 2510017.20014558 "BVX" "BVX_17" 4816
4024868.75491531 2510187.2002825 "BVX" "BVX_18" 4816
4025157.55986292 2510297.55554031 "BVX" "BVX_20" 4816
4025231.58120514 2510336.72658077 "BVX" "BVX_21" 4816
4077721.04072385 2307479.12410231 "CHE" "CHE_01" 5055
4077766.98498138 2307471.72643799 "CHE" "CHE_02" 5055
4077800.26499254 2307453.74440869 "CHE" "CHE_03" 5055
4077859.78391977 2307446.91036675 "CHE" "CHE_04" 5055
4077989.43637151 2307396.20479679 "CHE" "CHE_05" 5055
4078089.46565658 2307357.78795317 "CHE" "CHE_06" 5055
4078133.99280286 2307319.3852899 "CHE" "CHE_07" 5055
4078164.06649923 2307310.40995304 "CHE" "CHE_08" 5055
4078212.36957911 2307290.71689463 "CHE" "CHE_09" 5055
4078295.890615 2307306.22113031 "CHE" "CHE_10" 5055
4078290.94807266 2307339.7034494 "CHE" "CHE_11" 5055
4078346.83159337 2307377.39864481 "CHE" "CHE_13" 5055
4078379.78018808 2307378.29399808 "CHE" "CHE_14" 5055
4078407.68244348 2307371.62600737 "CHE" "CHE_15" 5055
4078444.0400586 2307415.65360663 "CHE" "CHE_16" 5055
4078480.39719971 2307459.68143452 "CHE" "CHE_17" 5055
4078428.28274922 2307515.02810868 "CHE" "CHE_18" 5055
4078431.82574181 2307540.40335172 "CHE" "CHE_19" 5055
4078454.1130433 2307470.72196056 "CHE" "CHE_20" 5055
4078500.36335867 2307452.22305162 "CHE" "CHE_21" 5055
4063972.05080609 2306895.7337292 "BLE" "BLE_01" 5054
4064054.69762308 2306902.20382168 "BLE" "BLE_02" 5054
4064204.00703734 2306939.12785533 "BLE" "BLE_03" 5054
4064307.63640145 2306933.61369163 "BLE" "BLE_04" 5054
4064411.92510959 2306910.32019896 "BLE" "BLE_05" 5054
4064515.02601322 2306881.53113961 "BLE" "BLE_06" 5054
4064606.6934474 2306865.434403 "BLE" "BLE_07" 5054
4064720.67468423 2306826.201045 "BLE" "BLE_08" 5054
4064811.25155488 2306786.8528872 "BLE" "BLE_09" 5054
4064884.91651506 2306782.61963101 "BLE" "BLE_10" 5054
4064868.18081742 2306689.01629796 "BLE" "BLE_11" 5054
4064775.65618825 2306691.83048357 "BLE" "BLE_12" 5054
4064686.21651805 2306678.98128421 "BLE" "BLE_13" 5054
4064611.6760568 2306675.4871045 "BLE" "BLE_14" 5054
4064668.50867815 2306639.78832196 "BLE" "BLE_15" 5054
4064743.00091729 2306629.97049795 "BLE" "BLE_16" 5054
4064828.3042432 2306601.94213015 "BLE" "BLE_17" 5054
4064762.56788834 2306582.5388265 "BLE" "BLE_18" 5054
4064868.06023197 2306522.58701585 "BLE" "BLE_20" 5054
4064794.62175136 2306512.38640449 "BLE" "BLE_21" 5054
4099584.06047111 2677165.61657651 "COR" "COR_02" 4698
4099707.99634105 2677234.11532664 "COR" "COR_03" 4698
4099801.20482856 2677269.35931318 "COR" "COR_04" 4698
4099870.01515914 2677279.99269922 "COR" "COR_05" 4698
4099919.09328464 2677314.75198583 "COR" "COR_06" 4698
4099966.18843089 2677327.35289665 "COR" "COR_07" 4698
4100147.13000548 2677463.66440636 "COR" "COR_08" 4698
4100269.6616922 2677515.55266823 "COR" "COR_09" 4698
4100331.99896541 2677519.77484659 "COR" "COR_10" 4698
4100410.46539487 2677518.91703857 "COR" "COR_11" 4698
4099504.07752508 2677148.7559962 "COR" "COR_01" 4698
4028006.93820358 2615303.35933164 "BRS" "BRS_01" 4697
4027859.12758537 2615372.14432424 "BRS" "BRS_02" 4697
4027507.00185657 2615301.32576904 "BRS" "BRS_03" 4697
4027269.75270399 2615106.70374828 "BRS" "BRS_04" 4697
4027172.80867407 2615137.29040083 "BRS" "BRS_05" 4697
4027092.55022783 2615080.26578333 "BRS" "BRS_06" 4697
4027056.13844479 2615131.08347582 "BRS" "BRS_07" 4697
4026966.12456679 2615211.36434062 "BRS" "BRS_08" 4697
4026218.57299634 2615174.42249011 "BRS" "BRS_09" 4697
4026121.71724854 2615232.8279057 "BRS" "BRS_10" 4697
4044387.89543118 2495597.36242192 "CUD" "CUD_01" 4816
4044345.85669351 2495596.85245132 "CUD" "CUD_02" 4816
4044007.07725495 2495427.48588566 "CUD" "CUD_07" 4816
4044290.7822505 2495568.33597877 "CUD" "CUD_03" 4816
4044075.92930786 2495463.2563319 "CUD" "CUD_06" 4816
4044139.75948646 2495499.48779864 "CUD" "CUD_05" 4816
4044209.15567637 2495528.77181997 "CUD" "CUD_04" 4816
4043991.22641127 2495374.54933545 "CUD" "CUD_08" 4816
4043936.49153523 2495242.64373577 "CUD" "CUD_11" 4816
4043949.51433025 2495288.81027375 "CUD" "CUD_10" 4816
4043969.5862372 2495342.16036483 "CUD" "CUD_09" 4816
4044180.49119341 2495415.67965651 "CUD" "CUD_16" 4816
4044210.89956098 2495437.62708551 "CUD" "CUD_15" 4816
4044226.81985924 2495473.62977649 "CUD" "CUD_14" 4816
4044279.40768354 2495502.87790131 "CUD" "CUD_13" 4816
4044334.16386618 2495542.88381447 "CUD" "CUD_12" 4816
4044138.45673299 2495396.79113042 "CUD" "CUD_17" 4816
4044097.61231424 2495348.60560421 "CUD" "CUD_18" 4816
4044063.31875082 2495315.14672043 "CUD" "CUD_19" 4816
4044072.09372234 2495286.32411415 "CUD" "CUD_20" 4816
4044054.26237969 2495263.7788958 "CUD" "CUD_21" 4816
3818444.46017044 2512046.89176938 "ECH" "ECH_01" 4813
3818431.57594093 2512160.5737137 "ECH" "ECH_02" 4813
3818508.97163547 2512367.85988389 "ECH" "ECH_04" 4813
3818535.77290987 2512468.07517854 "ECH" "ECH_05" 4813
3818524.6137337 2512671.88402378 "ECH" "ECH_06" 4813
3818457.57007868 2512724.49926993 "ECH" "ECH_07" 4813
3818326.41518758 2512820.56226165 "ECH" "ECH_08" 4813
3818283.80274832 2512862.14745601 "ECH" "ECH_09" 4813
3818066.3788759 2512809.65675033 "ECH" "ECH_10" 4813
3818166.67354868 2512721.83403142 "ECH" "ECH_11" 4813
3818183.47895719 2512578.83297506 "ECH" "ECH_12" 4813
3818141.14968662 2512446.52832293 "ECH" "ECH_13" 4813
3817984.5310787 2512418.86330623 "ECH" "ECH_14" 4813
3817816.69184201 2512430.06926633 "ECH" "ECH_15" 4813
3817689.3154308 2512427.74005526 "ECH" "ECH_16" 4813
3817571.28233756 2512436.86302561 "ECH" "ECH_17" 4813
3817557.04591898 2512521.68826168 "ECH" "ECH_18" 4813
3817552.05755773 2512629.11665105 "ECH" "ECH_19" 4813
3817617.1854835 2512686.99574445 "ECH" "ECH_20" 4813
3887361.23995014 2489138.07115989 "VEL" "VEL_01" 4814
3887102.57532505 2489338.75901224 "VEL" "VEL_04" 4814
3887073.10004369 2489368.78165319 "VEL" "VEL_05" 4814
3887108.57114802 2489264.84375977 "VEL" "VEL_06" 4814
3887156.06121728 2489080.97725272 "VEL" "VEL_07" 4814
3887139.29675357 2489005.41613557 "VEL" "VEL_08" 4814
3887170.87980238 2488956.31348104 "VEL" "VEL_09" 4814
3887220.68527996 2488898.06338822 "VEL" "VEL_10" 4814
3887226.4975119 2488731.76986509 "VEL" "VEL_11" 4814
3887164.3557338 2488627.30258591 "VEL" "VEL_12" 4814
3886962.32899054 2488467.56847778 "VEL" "VEL_13" 4814
3887054.88366244 2488512.99953017 "VEL" "VEL_14" 4814
3887031.81492784 2489398.57024956 "VEL" "VEL_15" 4814
3886984.52303697 2489467.7672753 "VEL" "VEL_16" 4814
3886956.46026182 2489506.59086951 "VEL" "VEL_17" 4814
3886902.35188244 2489540.67464496 "VEL" "VEL_18" 4814
3886974.3112922 2489555.35479669 "VEL" "VEL_19" 4814
3887063.38367738 2489530.91437571 "VEL" "VEL_20" 4814
3887008.04208251 2489612.95532003 "VEL" "VEL_21" 4814
4061634.33325927 2347424.16586213 "ENT" "ENT_01" 5054
4061735.63371186 2347420.8936425 "ENT" "ENT_02" 5054
4061695.69753361 2347407.08213072 "ENT" "ENT_03" 5054
4061673.01636586 2347360.33667137 "ENT" "ENT_04" 5054
4061642.38395628 2347291.73688204 "ENT" "ENT_05" 5054
4061805.18473339 2347466.72244954 "ENT" "ENT_06" 5054
4061862.8067827 2347487.53952829 "ENT" "ENT_07" 5054
4061895.31022145 2347529.42139953 "ENT" "ENT_08" 5054
4061945.44661824 2347567.21161389 "ENT" "ENT_09" 5054
4061992.03522802 2347582.95711729 "ENT" "ENT_10" 5054
4062134.14180656 2347634.53432785 "ENT" "ENT_12" 5054
4062202.6116094 2347630.46788923 "ENT" "ENT_13" 5054
4062242.47564482 2347646.50562026 "ENT" "ENT_14" 5054
4062277.36305238 2347668.30799847 "ENT" "ENT_16" 5054
4062263.22010807 2347640.06057494 "ENT" "ENT_15" 5054
4062246.95057315 2347585.26694747 "ENT" "ENT_17" 5054
4062195.48012746 2347569.73026908 "ENT" "ENT_18" 5054
4062220.67188637 2347513.14677852 "ENT" "ENT_19" 5054
4062193.10215878 2347489.91884142 "ENT" "ENT_20" 5054
4062206.75756756 2347431.61358867 "ENT" "ENT_21" 5054
4253856.22526354 2691312.39426349 "GRB" "GRB_06" 4700
4253927.87627217 2691208.03039528 "GRB" "GRB_07" 4700
4253952.47538336 2691134.22702608 "GRB" "GRB_10" 4700
4253968.15777278 2691184.69387109 "GRB" "GRB_08" 4700
4253977.20388809 2691155.39891492 "GRB" "GRB_09" 4700
4253465.41215162 2691120.45234792 "GRB" "GRB_01" 4700
4253495.2095896 2691052.47445265 "GRB" "GRB_03" 4700
4253524.44245065 2691149.47988204 "GRB" "GRB_02" 4700
4253585.14583437 2691077.47345934 "GRB" "GRB_04" 4700
4253662.65190675 2691089.88927376 "GRB" "GRB_05" 4700
4095890.82392865 2579861.13453975 "GRY" "GRY_04" 4817
4095939.55608464 2579941.40273536 "GRY" "GRY_05" 4817
4096044.90357914 2580037.69672366 "GRY" "GRY_07" 4817
4096040.08124846 2580133.81746502 "GRY" "GRY_06" 4817
4095622.17556249 2579672.55822904 "GRY" "GRY_10" 4817
4095684.59415512 2579682.38522298 "GRY" "GRY_09" 4817
4095747.80782523 2579716.17293451 "GRY" "GRY_01" 4817
4095767.3378337 2579761.47243941 "GRY" "GRY_02" 4817
4095896.640184 2579794.96478349 "GRY" "GRY_08" 4817
4095839.0180207 2579808.9594418 "GRY" "GRY_03" 4817
4298666.09808015 2645669.38789761 "JEZ" "JEZ_04" 4701
4298483.36331293 2645685.38308587 "JEZ" "JEZ_01" 4701
4298557.71597674 2645692.93867373 "JEZ" "JEZ_02" 4701
4298639.94036039 2645696.23734034 "JEZ" "JEZ_03" 4701
4298839.9722655 2645429.01377692 "JEZ" "JEZ_10" 4701
4298840.15084416 2645464.99510444 "JEZ" "JEZ_09" 4701
4298805.43364943 2645475.13149105 "JEZ" "JEZ_08" 4701
4298783.96496697 2645522.81949972 "JEZ" "JEZ_07" 4701
4298735.31441459 2645581.39622821 "JEZ" "JEZ_06" 4701
4298695.08640902 2645606.70824013 "JEZ" "JEZ_05" 4701
4298810.14519951 2645374.51260242 "JEZ" "JEZ_11" 4701
4298807.02213101 2645355.62188336 "JEZ" "JEZ_12" 4701
4049900.4773795 2299509.09543835 "LAC" "LAC_01" 5054
4050032.99095314 2299539.77579873 "LAC" "LAC_02" 5054
4050115.84167171 2299561.58651247 "LAC" "LAC_03" 5054
4050375.00984306 2299622.11179596 "LAC" "LAC_04" 5054
4050485.23578726 2299712.6094677 "LAC" "LAC_05" 5054
4049873.35350403 2299201.83303074 "LAC" "LAC_21" 5054
4049951.35457208 2299290.43697555 "LAC" "LAC_20" 5054
4050007.0929039 2299303.47456694 "LAC" "LAC_19" 5054
4050054.32720658 2299352.40177196 "LAC" "LAC_18" 5054
4050095.90456163 2299364.96482203 "LAC" "LAC_17" 5054
4050153.95272989 2299407.86032237 "LAC" "LAC_16" 5054
4050199.42630094 2299424.68813045 "LAC" "LAC_15" 5054
4050307.43147636 2299450.92358092 "LAC" "LAC_14" 5054
4050085.0342342 2299430.91993809 "LAC" "LAC_13" 5054
4050028.57132833 2299417.91414098 "LAC" "LAC_12" 5054
4049958.1979755 2299398.87433868 "LAC" "LAC_11" 5054
4049856.3505561 2299384.5749558 "LAC" "LAC_10" 5054
4049752.62172586 2299365.92308858 "LAC" "LAC_08" 5054
4049675.25377611 2299330.5556305 "LAC" "LAC_07" 5054
4049616.95196357 2299293.22409359 "LAC" "LAC_06" 5054
3990591.05028828 2479612.97027115 "LGC" "LGC_01" 4934
3990104.13227725 2479543.28260396 "LGC" "LGC_09" 4934
3990153.2053869 2479546.37192425 "LGC" "LGC_08" 4934
3990200.92399208 2479524.38964828 "LGC" "LGC_07" 4934
3990277.58592653 2479507.47585859 "LGC" "LGC_06" 4934
3990332.1543277 2479518.63860045 "LGC" "LGC_05" 4934
3990383.72093778 2479536.67795516 "LGC" "LGC_04" 4934
3990441.8769742 2479551.83004796 "LGC" "LGC_03" 4934
3990508.89012287 2479574.86448493 "LGC" "LGC_02" 4934
3989536.64986951 2479091.50859645 "LGC" "LGC_11" 4934
3989575.83828319 2479114.43661483 "LGC" "LGC_12" 4934
3989831.52755625 2479398.38752867 "LGC" "LGC_18" 4934
3989876.91385206 2479426.83303454 "LGC" "LGC_19" 4934
3989931.79179605 2479396.89767908 "LGC" "LGC_20" 4934
3990032.24670629 2479367.73444134 "LGC" "LGC_21" 4934
3989765.9649522 2479371.08583404 "LGC" "LGC_17" 4934
3989728.70327187 2479290.20405057 "LGC" "LGC_16" 4934
3989693.92756514 2479255.28897836 "LGC" "LGC_15" 4934
3989653.65517286 2479212.30215494 "LGC" "LGC_14" 4934
3989616.06659632 2479156.58784572 "LGC" "LGC_13" 4934
3985890.26820515 2343463.37183639 "LUR" "LUR_01" 5053
3985946.80499383 2343447.9963988 "LUR" "LUR_02" 5053
3986005.59719996 2343423.61036449 "LUR" "LUR_03" 5053
3986137.22602339 2343327.40892938 "LUR" "LUR_04" 5053
3986282.43402694 2343257.10842338 "LUR" "LUR_05" 5053
3986323.84334124 2343184.82742432 "LUR" "LUR_06" 5053
3986547.37220577 2342934.68368304 "LUR" "LUR_07" 5053
3986627.91057862 2342886.87919152 "LUR" "LUR_08" 5053
3986670.96217578 2342870.04145422 "LUR" "LUR_09" 5053
3986764.65219835 2342824.83790208 "LUR" "LUR_10" 5053
4032570.97179756 2333865.31282541 "TAR" "TAR_02" 5054
4032502.13605214 2333827.5439313 "TAR" "TAR_03" 5054
4032371.9848439 2333692.81291291 "TAR" "TAR_04" 5054
4032321.05917616 2333617.5531792 "TAR" "TAR_05" 5054
4032284.99610739 2333527.03952682 "TAR" "TAR_06" 5054
4032378.3120483 2333612.5832377 "TAR" "TAR_07" 5054
4032400.12089321 2333618.89208889 "TAR" "TAR_08" 5054
4032458.37780548 2333634.43087522 "TAR" "TAR_09" 5054
4032499.40647764 2333671.50146214 "TAR" "TAR_10" 5054
4032432.18137568 2333566.70335851 "TAR" "TAR_11" 5054
4032404.69686459 2333516.9320658 "TAR" "TAR_12" 5054
4032442.86004936 2333547.25280619 "TAR" "TAR_13" 5054
4032481.79311035 2333551.00053362 "TAR" "TAR_14" 5054
4032509.38102437 2333588.52896463 "TAR" "TAR_15" 5054
4032566.44624192 2333611.32180367 "TAR" "TAR_16" 5054
4032593.24024854 2333636.67783137 "TAR" "TAR_17" 5054
4032701.01897729 2333641.49737553 "TAR" "TAR_18" 5054
4032826.34377689 2333634.37672401 "TAR" "TAR_20" 5054
4033143.24295359 2333624.67370328 "TAR" "TAR_22" 5054
4038801.38986798 2331573.73018629 "ISS" "ISS_01" 5054
4038974.00932409 2331270.37071705 "ISS" "ISS_02" 5054
