"X" "Y" "pop" "id" "cell"
4039012.40529939 2331238.59993767 "ISS" "ISS_03" 5054
4038991.09346673 2330861.09082857 "ISS" "ISS_04" 5054
4039194.74096722 2330638.42509673 "ISS" "ISS_05" 5054
4096044.3486811 2557501.25243478 "MGY" "MGY_01" 4817
4096159.32880906 2557621.20768533 "MGY" "MGY_02" 4817
4096281.33608145 2557678.66654963 "MGY" "MGY_03" 4817
4096344.08901823 2557740.66298905 "MGY" "MGY_04" 4817
4096391.64584189 2557761.0296245 "MGY" "MGY_05" 4817
4096526.90224869 2557857.97762111 "MGY" "MGY_06" 4817
4096819.50609088 2557859.90551997 "MGY" "MGY_07" 4817
4096923.1338319 2557873.64789738 "MGY" "MGY_08" 4817
4097140.42750237 2557925.19276841 "MGY" "MGY_09" 4817
4097157.48730238 2557956.7522286 "MGY" "MGY_10" 4817
4222509.73587228 2654229.09160713 "MUO" "MUO_05" 4700
4222538.91465956 2654240.85793324 "MUO" "MUO_06" 4700
4222698.32810246 2654239.12816994 "MUO" "MUO_09" 4700
4222742.53173779 2654213.15082351 "MUO" "MUO_10" 4700
4222771.77578132 2654204.17106382 "MUO" "MUO_11" 4700
4222647.55512382 2654217.83998886 "MUO" "MUO_08" 4700
4222585.47695199 2654240.79373155 "MUO" "MUO_07" 4700
4222357.74859148 2654220.70010974 "MUO" "MUO_01" 4700
4222380.25477431 2654219.94421858 "MUO" "MUO_02" 4700
4222400.2900062 2654205.02545264 "MUO" "MUO_03" 4700
4222454.2553322 2654201.7134226 "MUO" "MUO_04" 4700
4243821.40483893 2665442.35241836 "NFS" "NFS_01" 4700
4243953.45170301 2665251.68614253 "NFS" "NFS_02" 4700
4243994.33783753 2665257.79262806 "NFS" "NFS_03" 4700
4244180.63543684 2665204.14600156 "NFS" "NFS_05" 4700
4243892.69432805 2665168.08671822 "NFS" "NFS_06" 4700
4243883.24581242 2665022.68408904 "NFS" "NFS_07" 4700
4243808.87915284 2665024.81359984 "NFS" "NFS_08" 4700
4243797.95898034 2664940.53251451 "NFS" "NFS_09" 4700
4243801.29256358 2664819.39543554 "NFS" "NFS_10" 4700
4243789.18874985 2664766.23669096 "NFS" "NFS_11" 4700
4055986.22634428 2553655.89169415 "NSC" "NSC_01" 4816
4055936.88389352 2553650.38197221 "NSC" "NSC_02" 4816
4055804.9663916 2553684.24192014 "NSC" "NSC_03" 4816
4055715.36655306 2553671.69602921 "NSC" "NSC_04" 4816
4055461.38914552 2553899.02967541 "NSC" "NSC_05" 4816
4055476.87305593 2553965.00531684 "NSC" "NSC_06" 4816
4055505.45523296 2554011.48176561 "NSC" "NSC_07" 4816
4055525.97354076 2554177.25984966 "NSC" "NSC_09" 4816
4055412.63296452 2554204.71577923 "NSC" "NSC_10" 4816
4055324.21234508 2554209.90584127 "NSC" "NSC_11" 4816
4055223.64728043 2554212.32325464 "NSC" "NSC_12" 4816
4055110.67103287 2554204.20047749 "NSC" "NSC_13" 4816
4054970.06306616 2554185.12981261 "NSC" "NSC_14" 4816
4054849.68417763 2554164.01607353 "NSC" "NSC_15" 4816
4054717.27122443 2554160.13376091 "NSC" "NSC_16" 4816
4054612.97620174 2554144.95021774 "NSC" "NSC_17" 4816
4054456.43366037 2554009.92116334 "NSC" "NSC_19" 4816
4054628.55291039 2553954.16291186 "NSC" "NSC_20" 4816
4054793.06907761 2554015.46886441 "NSC" "NSC_21" 4816
4054592.93065127 2554060.29182646 "NSC" "NSC_18" 4816
4133991.90190724 2349278.2689371 "PES" "PES_01" 5055
4134003.64064098 2349214.6674158 "PES" "PES_02" 5055
4134047.88913166 2349177.7864513 "PES" "PES_03" 5055
4133987.34067133 2349107.56527284 "PES" "PES_04" 5055
4133968.2209879 2349070.44270546 "PES" "PES_05" 5055
4133994.47080942 2349045.21701777 "PES" "PES_06" 5055
4133976.13307852 2349029.14841505 "PES" "PES_07" 5055
4133954.89600499 2348814.58996372 "PES" "PES_08" 5055
4133950.38873719 2348775.90209358 "PES" "PES_09" 5055
4133966.52282621 2348749.88269939 "PES" "PES_10" 5055
4133976.01062955 2348718.52381765 "PES" "PES_11" 5055
4133988.86399556 2348643.79391273 "PES" "PES_12" 5055
4133994.80165408 2348592.57693507 "PES" "PES_13" 5055
4134002.6677534 2348527.98720659 "PES" "PES_14" 5055
4133716.60008324 2347926.75787283 "PES" "PES_15" 5055
4133721.44186693 2347889.99701873 "PES" "PES_16" 5055
4133726.80374196 2347841.0167427 "PES" "PES_17" 5055
4133748.89688608 2347675.02895641 "PES" "PES_18" 5055
4133753.82255894 2347619.40614389 "PES" "PES_19" 5055
4133766.38114013 2347485.88849428 "PES" "PES_21" 5055
4328706.55924742 2572999.68047472 "POS" "POS_12" 4820
4327415.77859752 2572962.46680524 "POS" "POS_05" 4820
4327428.17302389 2573004.53469122 "POS" "POS_04" 4820
4326981.94651152 2573723.32376753 "POS" "POS_01" 4820
4327308.76818717 2573166.31169058 "POS" "POS_02" 4820
4327398.63269152 2573065.95452894 "POS" "POS_03" 4820
4327385.01302569 2572741.61884634 "POS" "POS_11" 4820
4327388.99476745 2572771.46886016 "POS" "POS_10" 4820
4327397.7852286 2572841.13520731 "POS" "POS_08" 4820
4327402.51227127 2572878.45589388 "POS" "POS_07" 4820
4327408.38686899 2572920.23619693 "POS" "POS_06" 4820
4225218.16574043 2596990.19278695 "PRA" "PRA_04" 4700
4224992.32863845 2597005.75723578 "PRA" "PRA_06" 4700
4225321.63928195 2596999.71834562 "PRA" "PRA_03" 4700
4224953.57459083 2597015.05187896 "PRA" "PRA_05" 4700
4225520.02390608 2596850.14549201 "PRA" "PRA_10" 4700
4225443.23965302 2596890.69855281 "PRA" "PRA_09" 4700
4225399.74659802 2596908.14762558 "PRA" "PRA_08" 4700
4225358.2215258 2596924.53128672 "PRA" "PRA_07" 4700
4225316.86099287 2596945.90682865 "PRA" "PRA_01" 4700
4225336.59337751 2596967.23401629 "PRA" "PRA_02" 4700
4225539.11143134 2596821.52060277 "PRA" "PRA_11" 4700
3993733.67202881 2452483.54588355 "PRM" "PRM_01" 4934
3993586.90496391 2452622.18280688 "PRM" "PRM_05" 4934
3993593.78682097 2452576.34951109 "PRM" "PRM_04" 4934
3993618.53384028 2452532.04523588 "PRM" "PRM_03" 4934
3993665.5017818 2452491.55256938 "PRM" "PRM_02" 4934
3993776.6158922 2452622.55316683 "PRM" "PRM_08" 4934
3993675.7774028 2452573.46350111 "PRM" "PRM_07" 4934
3993634.14132797 2452602.71692164 "PRM" "PRM_06" 4934
3993821.81427839 2452660.43481902 "PRM" "PRM_09" 4934
3994050.85959984 2452779.81906602 "PRM" "PRM_15" 4934
3994106.18870466 2452849.11945811 "PRM" "PRM_16" 4934
3994189.73287659 2452891.60118754 "PRM" "PRM_17" 4934
3994329.62116627 2452910.75118408 "PRM" "PRM_18" 4934
3994335.84310893 2452948.27749246 "PRM" "PRM_19" 4934
3994341.39884915 2453005.19740457 "PRM" "PRM_20" 4934
3994250.97121834 2453008.54398614 "PRM" "PRM_21" 4934
3994014.84248733 2452787.28147438 "PRM" "PRM_14" 4934
3993976.17948901 2452760.81836524 "PRM" "PRM_13" 4934
3993942.4485813 2452731.5558272 "PRM" "PRM_12" 4934
3993861.03284214 2452681.38277054 "PRM" "PRM_10" 4934
3993907.16085562 2452688.91370765 "PRM" "PRM_11" 4934
4247240.90500455 2098594.26622383 "PUN" "PUN_01" 5295
4247237.19152324 2098558.89253466 "PUN" "PUN_02" 5295
4247255.53755261 2098509.97821005 "PUN" "PUN_03" 5295
4247234.92229324 2098434.95866004 "PUN" "PUN_04" 5295
4247256.43665083 2098363.87138096 "PUN" "PUN_05" 5295
4247220.83438052 2098325.55204535 "PUN" "PUN_06" 5295
4247173.97074893 2098238.66663651 "PUN" "PUN_07" 5295
4247176.60324451 2098213.17955476 "PUN" "PUN_08" 5295
4247190.25309796 2098145.50502121 "PUN" "PUN_09" 5295
4247147.33523685 2098130.51468898 "PUN" "PUN_10" 5295
4247095.51816442 2098115.62939636 "PUN" "PUN_11" 5295
4247039.98592207 2098118.49689121 "PUN" "PUN_12" 5295
4246999.56426525 2098058.09988585 "PUN" "PUN_13" 5295
4246956.31770879 2098013.23148701 "PUN" "PUN_14" 5295
4246898.75602682 2097929.79480996 "PUN" "PUN_15" 5295
4246861.08996119 2097923.59874217 "PUN" "PUN_16" 5295
4246826.81585907 2097893.01353678 "PUN" "PUN_17" 5295
4246801.87471539 2097886.66751081 "PUN" "PUN_18" 5295
4246698.00095945 2097737.37306967 "PUN" "PUN_19" 5295
4246600.9843505 2097523.80578921 "PUN" "PUN_20" 5295
4246585.10260775 2097373.47159382 "PUN" "PUN_22" 5295
4246516.22335915 2097305.66779571 "PUN" "PUN_23" 5295
4246396.53488978 2097247.3224538 "PUN" "PUN_24" 5295
4133580.83233793 2577202.57895098 "SIR" "SIR_05" 4817
4133653.77736508 2577258.0407296 "SIR" "SIR_04" 4817
4133762.1989799 2577326.27596431 "SIR" "SIR_03" 4817
4133810.30825718 2577357.60490485 "SIR" "SIR_02" 4817
4133842.64251497 2577396.47202044 "SIR" "SIR_01" 4817
4133573.11142929 2577150.87282672 "SIR" "SIR_06" 4817
4133197.36407324 2576933.91058025 "SIR" "SIR_11" 4817
4133277.08053061 2576982.14323747 "SIR" "SIR_10" 4817
4133451.99104286 2577062.0857093 "SIR" "SIR_08" 4817
4133519.73578141 2577111.72936752 "SIR" "SIR_07" 4817
4107169.33350841 2334840.71905991 "SMV" "SMV_01" 5055
4107115.43434759 2334842.63726178 "SMV" "SMV_02" 5055
4107017.88574212 2334805.0601163 "SMV" "SMV_03" 5055
4106928.50676312 2334819.33809705 "SMV" "SMV_04" 5055
4106774.31218282 2334807.08175088 "SMV" "SMV_05" 5055
4106686.28625023 2334825.75296641 "SMV" "SMV_06" 5055
4106582.15078358 2334823.92049839 "SMV" "SMV_07" 5055
4107592.4299048 2334809.03659175 "SMV" "SMV_08" 5055
4107860.25856732 2334823.93899077 "SMV" "SMV_09" 5055
4107662.91386476 2334767.70295359 "SMV" "SMV_10" 5055
4107539.00790188 2334719.95869296 "SMV" "SMV_12" 5055
4107452.63469847 2334718.58963038 "SMV" "SMV_13" 5055
4107266.53553929 2334684.1558774 "SMV" "SMV_14" 5055
4107096.76675457 2334676.88294873 "SMV" "SMV_15" 5055
4106916.50278998 2334648.9089564 "SMV" "SMV_16" 5055
4106816.42621483 2334610.31555779 "SMV" "SMV_17" 5055
4106705.74306206 2334595.40066025 "SMV" "SMV_18" 5055
4106459.22546719 2334600.86809084 "SMV" "SMV_19" 5055
4106412.14787495 2334583.68812666 "SMV" "SMV_20" 5055
4106303.76781295 2334577.57403161 "SMV" "SMV_21" 5055
4073942.41459337 2354818.5907819 "SET" "SET_01" 5054
4073904.9144625 2354779.07319035 "SET" "SET_02" 5054
4073940.80352828 2354734.30677794 "SET" "SET_03" 5054
4073910.04585175 2354676.7529003 "SET" "SET_04" 5054
4073883.29498936 2354662.31887539 "SET" "SET_05" 5054
4073883.971495 2354634.54408929 "SET" "SET_07" 5054
4073885.46060267 2354637.81224246 "SET" "SET_06" 5054
4073883.87505029 2354615.68020882 "SET" "SET_08" 5054
4073920.13435177 2354600.86506616 "SET" "SET_09" 5054
4073952.45924501 2354593.98162928 "SET" "SET_10" 5054
4073865.98585654 2354543.16700885 "SET" "SET_11" 5054
4073845.79405393 2354516.25375564 "SET" "SET_12" 5054
4073838.77419639 2354531.90392916 "SET" "SET_19" 5054
4073800.68961333 2354502.77298156 "SET" "SET_13" 5054
4073785.99912082 2354478.64616594 "SET" "SET_14" 5054
4073771.27523533 2354453.66779282 "SET" "SET_15" 5054
4073824.10232648 2354464.27963238 "SET" "SET_16" 5054
4073868.87601344 2354466.69556751 "SET" "SET_17" 5054
4073906.979464 2354452.32954198 "SET" "SET_18" 5054
4073867.70322018 2354612.58477889 "SET" "SET_20" 5054
4089606.26660227 2359770.33838645 "STU" "STU_01" 5055
4089574.88037662 2359789.30940822 "STU" "STU_02" 5055
4089542.44070256 2359849.38352441 "STU" "STU_03" 5055
4089522.72563787 2359879.00105634 "STU" "STU_04" 5055
4089495.04921128 2359953.318406 "STU" "STU_05" 5055
4088600.87502801 2360940.2077177 "STU" "STU_06" 5055
4088587.47486113 2360965.14424998 "STU" "STU_07" 5055
4088179.60715689 2361329.49184429 "STU" "STU_08" 5055
4088113.50003122 2361408.64342484 "STU" "STU_09" 5055
4087928.5627486 2361551.24724448 "STU" "STU_11" 5055
4087852.06662347 2361617.48932144 "STU" "STU_12" 5055
4087822.03398255 2361659.72376883 "STU" "STU_13" 5055
4087713.7909718 2361810.44239704 "STU" "STU_14" 5055
4087679.6376406 2361799.5672294 "STU" "STU_16" 5055
4088603.96108209 2360902.35444494 "STU" "STU_17" 5055
4088604.57468931 2360921.19725864 "STU" "STU_18" 5055
4089473.3954576 2359947.49793288 "STU" "STU_19" 5055
4089518.06230086 2359895.82838023 "STU" "STU_20" 5055
4089577.32434465 2359801.42249763 "STU" "STU_21" 5055
4087686.369367 2361819.88264306 "STU" "STU_15" 5055
4169303.0012286 2738478.34305918 "TOD" "TOD_01" 4580
4169383.68563753 2738438.34166919 "TOD" "TOD_02" 4580
4169562.97510462 2738380.08638832 "TOD" "TOD_03" 4580
4169655.02751261 2738324.21574779 "TOD" "TOD_04" 4580
4169869.35484318 2738265.01504816 "TOD" "TOD_05" 4580
4169974.10568275 2738073.18335644 "TOD" "TOD_06" 4580
4169829.8396075 2738093.78630088 "TOD" "TOD_07" 4580
4169719.96205223 2738171.26102972 "TOD" "TOD_08" 4580
4169529.11482955 2738286.52047536 "TOD" "TOD_09" 4580
4169430.15661026 2738353.6983402 "TOD" "TOD_10" 4580
4169187.47841107 2738351.43941561 "TOD" "TOD_11" 4580
4169190.01338201 2738316.90888801 "TOD" "TOD_12" 4580
4169218.80466221 2738208.2911954 "TOD" "TOD_13" 4580
4169450.47134005 2738126.36713813 "TOD" "TOD_15" 4580
4169550.46754418 2738154.76318031 "TOD" "TOD_16" 4580
4169387.55524666 2738275.9350895 "TOD" "TOD_18" 4580
4169338.46263976 2738318.4077066 "TOD" "TOD_19" 4580
4169331.17349263 2738179.6507614 "TOD" "TOD_14" 4580
4169214.5504155 2738404.05803989 "TOD" "TOD_20" 4580
4169086.66214768 2738537.62119272 "TOD" "TOD_21" 4580
4169138.1238909 2738635.14952356 "TOD" "TOD_22" 4580
4357774.35163002 2647148.1129418 "TSC" "TSC_01" 4702
4357775.65996568 2647096.08917219 "TSC" "TSC_02" 4702
4357794.75531646 2647067.48340973 "TSC" "TSC_03" 4702
4357826.59466709 2647030.46960426 "TSC" "TSC_04" 4702
4357420.46201533 2647289.47772383 "TSC" "TSC_10" 4702
4357588.24097033 2647214.09248138 "TSC" "TSC_08" 4702
4357602.09173415 2647239.63669289 "TSC" "TSC_07" 4702
4357612.58963777 2647162.32543699 "TSC" "TSC_09" 4702
4357654.88183765 2647230.93701988 "TSC" "TSC_06" 4702
4357731.9317311 2647198.46332786 "TSC" "TSC_05" 4702
4357399.35724223 2647287.15932039 "TSC" "TSC_11" 4702
4091583.50534381 2619177.46969391 "VAZ" "VAZ_06" 4698
4091623.57755649 2619268.04837232 "VAZ" "VAZ_07" 4698
4091663.05041553 2619340.65302721 "VAZ" "VAZ_08" 4698
4091920.47786258 2619342.68646662 "VAZ" "VAZ_10" 4698
4091952.15382863 2619301.59485971 "VAZ" "VAZ_11" 4698
4091782.0108273 2619364.50292805 "VAZ" "VAZ_09" 4698
4091242.2067625 2618822.45840842 "VAZ" "VAZ_01" 4698
4091279.71240651 2618896.13106834 "VAZ" "VAZ_02" 4698
4091360.52798582 2618977.29302156 "VAZ" "VAZ_03" 4698
4091414.63812136 2619038.39093598 "VAZ" "VAZ_04" 4698
4091479.98526961 2619076.10409634 "VAZ" "VAZ_05" 4698
3968144.63385582 2385074.98887425 "VDR" "VDR_01" 4934
3968040.37233718 2385053.39199324 "VDR" "VDR_02" 4934
3968006.74193104 2385089.83412613 "VDR" "VDR_03" 4934
3968019.55313217 2385047.95966352 "VDR" "VDR_04" 4934
3967948.56002617 2385089.95210534 "VDR" "VDR_05" 4934
3968131.98324819 2384835.71957715 "VDR" "VDR_06" 4934
3968160.54240172 2384747.35266815 "VDR" "VDR_07" 4934
3968257.88583896 2384596.01518655 "VDR" "VDR_08" 4934
3968387.86546291 2384386.0751967 "VDR" "VDR_09" 4934
3968473.76567122 2384342.09475061 "VDR" "VDR_10" 4934
3968509.8445205 2384276.6199292 "VDR" "VDR_11" 4934
3968590.09548993 2384222.97522485 "VDR" "VDR_13" 4934
3968626.36738638 2384216.38287222 "VDR" "VDR_14" 4934
3968695.30659479 2384174.52132291 "VDR" "VDR_15" 4934
3968782.7627905 2384148.23261812 "VDR" "VDR_16" 4934
3968848.90194518 2384153.20848478 "VDR" "VDR_17" 4934
3968936.32008762 2384154.70396653 "VDR" "VDR_18" 4934
3968729.85174579 2384232.48072516 "VDR" "VDR_19" 4934
3968588.62605863 2384321.95814066 "VDR" "VDR_20" 4934
3968899.73635523 2384373.54939475 "VDR" "VDR_22" 4934
3790286.95835117 2463440.66381762 "VED" "VED_01" 4931
3790263.27412974 2463392.65142969 "VED" "VED_02" 4931
3790138.54072542 2463349.33522685 "VED" "VED_03" 4931
3790036.90286706 2463283.86535496 "VED" "VED_04" 4931
3789872.02533528 2463123.81322086 "VED" "VED_05" 4931
3789815.55677653 2463045.33544514 "VED" "VED_06" 4931
3789792.78197145 2462984.98127432 "VED" "VED_07" 4931
3789808.07666452 2462920.06131763 "VED" "VED_08" 4931
3789798.84180572 2462829.49959098 "VED" "VED_09" 4931
3789831.70578447 2462756.2994501 "VED" "VED_10" 4931
3790000.32410549 2462736.55887059 "VED" "VED_11" 4931
3790040.71073232 2462786.40083177 "VED" "VED_12" 4931
3790131.9385654 2462865.07521631 "VED" "VED_13" 4931
3790233.54506785 2462860.32935656 "VED" "VED_14" 4931
3790266.77608117 2462936.4568764 "VED" "VED_15" 4931
3790344.28307384 2463044.24219681 "VED" "VED_16" 4931
3790419.71801333 2463239.1557041 "VED" "VED_17" 4931
3790204.61040421 2463454.81120666 "VED" "VED_18" 4931
3790130.49106679 2463435.89023627 "VED" "VED_19" 4931
3790054.08851592 2463442.81333607 "VED" "VED_20" 4931
3789992.63334701 2463445.03886603 "VED" "VED_21" 4931
3961834.46962755 2434329.40699359 "VER" "VER_01" 4934
3961797.71180486 2434340.32342225 "VER" "VER_02" 4934
3961757.9457173 2434335.9907312 "VER" "VER_03" 4934
3961771.48366573 2434364.30124416 "VER" "VER_04" 4934
3961731.7333604 2434367.56836276 "VER" "VER_05" 4934
3961661.20752674 2434345.68749079 "VER" "VER_06" 4934
3961171.14785546 2434701.55788822 "VER" "VER_07" 4934
3961158.78909315 2434730.18001174 "VER" "VER_08" 4934
3961132.48377422 2434760.07578387 "VER" "VER_09" 4934
3961072.85377825 2434750.20532377 "VER" "VER_10" 4934
3961029.29660186 2434775.66602055 "VER" "VER_11" 4934
3960989.37895441 2434797.9490436 "VER" "VER_12" 4934
3960944.26677118 2434811.26051201 "VER" "VER_13" 4934
3960924.13315884 2434823.04628781 "VER" "VER_14" 4934
3960912.67792862 2434823.32388861 "VER" "VER_15" 4934
3960900.53938368 2434833.77683313 "VER" "VER_16" 4934
3960874.20717685 2434797.38471641 "VER" "VER_17" 4934
3960841.20628365 2434755.91088913 "VER" "VER_18" 4934
3960843.74027578 2434784.89033817 "VER" "VER_19" 4934
3960732.26178598 2434752.85749238 "VER" "VER_20" 4934
3960741.30107333 2434776.79476199 "VER" "VER_21" 4934
3960726.97815704 2434851.98347352 "VER" "VER_22" 4934
4209598.72524385 2570173.89700344 "VRG" "VRG_05" 4818
4209559.32714739 2570201.70484546 "VRG" "VRG_04" 4818
4209519.22323775 2570223.2905626 "VRG" "VRG_03" 4818
4209470.67959684 2570231.91894332 "VRG" "VRG_02" 4818
4209426.22837677 2570243.15784961 "VRG" "VRG_01" 4818
4209729.93705231 2570029.57563442 "VRG" "VRG_08" 4818
4209682.80022667 2570042.90343414 "VRG" "VRG_09" 4818
4209711.94734758 2570061.16031277 "VRG" "VRG_07" 4818
4209537.53448559 2570072.27375745 "VRG" "VRG_10" 4818
4209646.76327319 2570104.32590593 "VRG" "VRG_06" 4818
4161383.88634445 2687323.76204274 "VWD" "VWD_02" 4699
4161337.77463126 2687351.74929519 "VWD" "VWD_03" 4699
4161261.3274656 2687326.1407483 "VWD" "VWD_04" 4699
4161220.9765093 2687422.87388119 "VWD" "VWD_05" 4699
4161179.06331029 2687462.96866269 "VWD" "VWD_06" 4699
4161088.48305857 2687446.65683697 "VWD" "VWD_07" 4699
4160989.39965467 2687440.59204499 "VWD" "VWD_08" 4699
4160919.12375001 2687443.70941257 "VWD" "VWD_09" 4699
4160978.81960658 2687361.98193516 "VWD" "VWD_10" 4699
4160992.66870764 2687320.46355181 "VWD" "VWD_11" 4699
4161450.51471825 2687314.38613606 "VWD" "VWD_01" 4699
4676711.63624277 2095496.43084825 "PCO" "PCO_396" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_397" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_398" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_399" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_400" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_401" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_402" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_403" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_404" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_405" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_406" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_407" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_408" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_409" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_410" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_411" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_412" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_413" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_414" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_415" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_416" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_417" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_418" 5301
4676711.63624277 2095496.43084825 "PCO" "PCO_419" 5301
4389595.57496386 2512890.47919176 "MAD" "MAD_430" 4821
4389586.91499692 2512862.11593636 "MAD" "MAD_431" 4821
4389584.80606196 2512858.33917975 "MAD" "MAD_432" 4821
4389578.4292187 2512867.28828268 "MAD" "MAD_433" 4821
4389565.66779287 2512885.18641877 "MAD" "MAD_434" 4821
4389558.81532369 2512924.48882242 "MAD" "MAD_435" 4821
4389545.68745968 2512916.19743695 "MAD" "MAD_436" 4821
4389533.42214881 2512927.46361579 "MAD" "MAD_437" 4821
4389528.38725369 2512940.46906616 "MAD" "MAD_438" 4821
4389540.75954493 2512945.2549496 "MAD" "MAD_439" 4821
4389518.17332109 2512948.88454926 "MAD" "MAD_440" 4821
4389494.36236189 2512944.99609186 "MAD" "MAD_441" 4821
4389492.78494124 2512956.27743354 "MAD" "MAD_442" 4821
4389463.51844195 2512961.23817198 "MAD" "MAD_443" 4821
4389450.83796189 2512946.45869028 "MAD" "MAD_444" 4821
4389422.99613103 2512943.30002191 "MAD" "MAD_445" 4821
4389430.53373597 2512932.3220012 "MAD" "MAD_446" 4821
4389444.90323387 2512919.71509144 "MAD" "MAD_447" 4821
4389462.49184155 2512909.23299604 "MAD" "MAD_448" 4821
4389473.50493449 2512899.77232709 "MAD" "MAD_449" 4821
4389484.57970337 2512884.16292834 "MAD" "MAD_450" 4821
4389514.16982102 2512900.27418052 "MAD" "MAD_451" 4821
4389512.80324519 2512867.3572374 "MAD" "MAD_452" 4821
4389542.68157508 2512870.3849665 "MAD" "MAD_453" 4821
4828472.0010896 1943208.30205918 "LAZ" "LAZ_641" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_642" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_643" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_644" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_645" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_646" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_647" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_648" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_649" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_650" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_651" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_652" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_653" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_654" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_655" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_656" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_657" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_658" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_659" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_660" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_661" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_662" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_663" 5423
4828472.0010896 1943208.30205918 "LAZ" "LAZ_664" 5423
4456254.8269841 2192775.38023432 "PIG" "PIG_666" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_667" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_668" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_669" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_670" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_671" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_672" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_673" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_674" 5179
4456254.8269841 2192775.38023432 "PIG" "PIG_675" 5179
4436147.71671337 2558081.51277432 "BAR" "BAR_678" 4822
4436149.79035144 2558021.12330123 "BAR" "BAR_679" 4822
4436217.04862771 2558059.21434879 "BAR" "BAR_680" 4822
4436201.52760281 2558064.23382984 "BAR" "BAR_681" 4822
4436151.1964421 2558115.09593807 "BAR" "BAR_682" 4822
4436143.07247727 2558097.25494729 "BAR" "BAR_683" 4822
4436167.12964704 2558100.70122379 "BAR" "BAR_684" 4822
4436158.41547864 2558109.1439838 "BAR" "BAR_685" 4822
4436134.40931672 2558157.42377804 "BAR" "BAR_686" 4822
4436149.54937478 2558174.22805704 "BAR" "BAR_687" 4822
4436085.75203842 2558004.32934231 "BAR" "BAR_688" 4822
4436123.97412052 2557970.23661402 "BAR" "BAR_689" 4822
4436046.83904239 2557999.85353324 "BAR" "BAR_690" 4822
4436191.69085951 2558098.86081735 "BAR" "BAR_691" 4822
4436198.44320704 2558089.81250528 "BAR" "BAR_692" 4822
4436017.29670711 2557993.85515132 "BAR" "BAR_693" 4822
4436010.94434643 2557965.13401494 "BAR" "BAR_694" 4822
4435988.05234069 2557988.86228439 "BAR" "BAR_695" 4822
4436380.78531126 2557939.27846444 "BAR" "BAR_696" 4822
4436401.97538804 2557837.63028111 "BAR" "BAR_697" 4822
4436462.11139835 2557843.71127398 "BAR" "BAR_698" 4822
4436475.3409109 2557863.26529815 "BAR" "BAR_699" 4822
